Property Address,Property Name,Property Type,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Days On Market,Land Area (AC),Land Area (SF),LEED Certified,Latitude,Longitude,Operational Status,Rent/SF/Yr,Rent Type,Star Rating,Typical Floor Size,Zoning,Building Class,Energy Star,Property Location,Proposed Land Use,Rent
6052 Bandini Blvd,,Industrial,Existing,Central Los Angeles,Commerce,Commerce,CA,90040,Los Angeles,2015,1,,75.0,0.64,116608,58735,58735,58735,58735,58735,0,14.1600,49.63,,2024 Tax @ $6.1187/sf,2024 Tax @ $6.1187/sf,,Triple Net,JLL,,4242943436.0,,Brianna Demus,,,"Rexford Industrial Realty, Inc.","Fenced Lot, Yard",1200a/480v 3p 4w,"32'0""",16.0,2,50'w,ESFR,,Reinforced Concrete,,,,,,9129951,14.16,,,0,6.27,273121.0,,33.990274,-118.1528483,,$14.16,,4,116608,M2,A,,,,14.16
2520 Bates Ave,,Industrial,Under Construction,680 Corridor North,Concord/Pleasant Hill,Concord,CA,94520,Contra Costa,2025,1,,,,61630,61630,15407,61630,61630,0,0,18.0000,0.0,,2023 Tax @ $0.7346/sf,2023 Tax @ $0.7346/sf,,Triple Net,Newmark,,9259740104.0,,Graden Travis,,,The Conco Companies,"Skylights, Monument Signage",1200a/277-480v 3p,"24'0""",8.0,"8/12'0""w x 14'0""h",,ESFR,,Steel,,,,,,12614383,18.0,,,0,1.6,69696.0,,38.0142447,-122.029087,,$18.00,,4,61630,IG,B,,,,18.0
1790 Bell Ave,,Industrial,Existing,Sacramento County,McClellan,Sacramento,CA,95838,Sacramento,2021,1,,,0.0,259835,51300,51300,51300,0,0,51300,9.4800,100.0,,2024 Tax @ $1.5083/sf,2024 Tax @ $1.5083/sf,Triple Net,,CBRE,,9167814810.0,,Zac Sweet,Buzz Oates,,Buzz Oates,,1000a,"36'0""",34.0,"1/12'0""w x 14'0""h",57'w x 57'd,ESFR,,,,,,,,10987274,,9.48,,0,15.83,689555.0,,38.6465571,-121.4244798,,$9.48,,4,259835,MRD-SPD,A,,,,9.48
6677 Box Springs Blvd,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Riverside,CA,92507,Riverside,2003,1,,417.0,1.01,412086,202949,150000,555898,202949,0,352949,10.6560,100.0,4285.0,2024 Tax @ $0.5930/sf,2024 Tax @ $0.5930/sf,Triple Net,,Colliers,,9099376318.0,,Mark Zorn,,"Space Center, Inc",Blackstone Inc.,"Fenced Lot, Skylights",1000a/277-480v 3p,"30'0""",126.0,"2/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Reinforced Concrete,,,,,,789428,,10.656,,0,20.88,909533.0,,33.9269194,-117.2920573,,$9.00 - 11.88,,4,412086,,A,,,,11.88
5370 S Boyle Ave,Boyle at 54th,Industrial,Existing,Central Los Angeles,Vernon,Vernon,CA,90058,Los Angeles,2018,1,,207.0,1.05,203317,95680,38272,95680,0,0,95680,15.6000,100.0,12908.0,2024 Tax @ $2.4025/sf,2024 Tax @ $2.4025/sf,Full Service,,Cushman & Wakefield,,2139555108.0,,Tim Wallace,,Xebec,Xebec,Fenced Lot,1200a/277-480v 3p 4w,"32'0""",25.0,"3/12'0""w x 15'0""h",,ESFR,,,,,,,,9839796,,15.6,Boyle at 54th,0,9.17,399445.0,,33.9932717,-118.2113861,,$15.60,,5,197131,VEM*,A,,,,15.6
6755 Brisa St,Bay Area Commerce Center - Brisa,Industrial,Existing,680 Corridor South,Livermore,Livermore,CA,94550,Alameda,2018,1,,101.0,2.6,128622,128622,128622,128622,0,0,128622,1.1000,100.0,,2024 Tax @ $3.2610/sf,2024 Tax @ $3.2610/sf,Triple Net,,JLL,,5102855360.0,,Jason Ovadia,,Crow Holdings Industrial,AEW Capital Management,"Signage, Skylights",2000a/277-477v 3p,"32'0""",18.0,"2/12'0""w x 14'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,9346408,,1.1,,0,6.68,290981.0,,37.7024212,-121.7087627,,$1.10,,4,128622,1-3,A,,Brisa @ National ,,1.1
691-701 Burning Tree Rd,,Industrial,Existing,North County,Fullerton,Fullerton,CA,92833,Orange,1990,1,,238.0,1.21,196911,196911,90000,393822,196911,0,196911,15.4800,100.0,,2024 Tax @ $1.2491/sf,2024 Tax @ $1.2491/sf,Industrial Gross,,CBRE,,7143719233.0,,Ben Seybold,Catellus Development Corporation,Catellus Development Corporation,DWS,"Fenced Lot, Yard",3000a/277-480v,"28'0""",18.0,"6/8'0""w x 10'0""h",,Wet,,Reinforced Concrete,,,,,,288204,,15.48,Northpoint Commerce Center,0,9.0,392040.0,,33.8776544,-117.9753519,,$15.48,,4,196911,MG,A,,,,15.48
6500 Camino Arroyo,Building A,Industrial,Existing,Morgan Hill/Gilroy,Gilroy,Gilroy,CA,95020,Santa Clara,2024,1,,205.0,1.12,183600,183600,88650,183600,183600,183600,0,14.4000,0.0,,2024 Tax @ $2.5566/sf,2024 Tax @ $2.5566/sf,,Triple Net,,,,,,,McCarthy Ranch,Rockpoint,,4000a/277-480v,"36'0""",18.0,4,54'w x 50'd,ESFR,,Reinforced Concrete,,,,,,13877663,14.4,,McCarthy Business Park,0,9.35,407286.0,,36.998476,-121.5466782,,$14.40,,4,183600,M-2,A,,,,14.4
3311-3443 E Central Ave,,Industrial,Existing,Fresno County,S Fresno/Hwy 99 Corr,Fresno,CA,93725,Fresno,1996,1,,50.0,0.17,297024,53872,53872,53872,53872,158704,0,9.0000,81.86,,2023 Tax @ $0.2884/sf,2023 Tax @ $0.2884/sf,,Triple Net,Diversified Development Group,,5592256363.0,,Marcus Pignotti,,,Diversified Development Group,"Fenced Lot, Skylights",1200a/480v 3p 4w,"30'0""",17.0,"1/12'0""w x 14'0""h",56'w x 52'd,ESFR,,Reinforced Concrete,,Yes,Yes,Yes,Yes,1401217,9.0,,,0,14.94,650786.0,,36.676994,-119.728748,,$9.00,,4,297024,M-3,A,,,,9.0
28790 Chase Pl,Bldg 4,Industrial,Existing,Santa Clarita Valley,Santa Clarita Valley,Valencia,CA,91355,Los Angeles,2020,1,,191.0,1.36,140090,52808,52808,52808,0,0,52808,13.2000,100.0,,2024 Tax @ $1.5434/sf,2024 Tax @ $1.5434/sf,Triple Net,,Newmark,,8189218529.0,,John DeGrinis,,IAC Properties,IAC Properties,Fenced Lot,2000a/277-480v,"30'0""",26.0,2,,ESFR,,,,,,,,9677831,,13.2,IAC Commerce Center,0,7.77,338461.0,,34.4453466,-118.6423218,,$13.20,,5,140090,MPD,A,,,,13.2
29120 Commerce Center Dr,Bldg A,Industrial,Existing,Santa Clarita Valley,Santa Clarita Valley,Valencia,CA,91355,Los Angeles,2002,1,,143.0,1.06,134705,134705,134705,134705,134705,0,0,19.8000,100.0,7162.0,2024 Tax @ $2.7714/sf,2024 Tax @ $2.7714/sf,,Triple Net,,,,,,,F & R Investment Co GP,"Rexford Industrial Realty, Inc.","Skylights, Air Conditioning",1600a/277-480v 3p 4w,"30'0""",20.0,"2/12'0""w x 14'0""h",,ESFR,,Masonry,,Yes,,,,657760,19.8,,Valencia Commerce Center,0,6.849656,298371.0,,34.4482135,-118.6252921,,$19.80,,4,134705,M1.5,A,,,,19.8
1801 E Cooley Dr,Bldg 4,Industrial,Existing,Inland Empire East,San Bernardino,Colton,CA,92324,San Bernardino,1990,1,,,0.0,127173,50000,10000,85000,35000,127173,50000,9.0000,72.48,3580.0,2024 Tax @ $0.6834/sf,2024 Tax @ $0.6834/sf,Modified Gross,Negotiable,365 Holdings LLC,,7089402623.0,,Bart Korlaga,,,"Ashley Furniture Industries, Inc.","24 Hour Access, Air Conditioning",1600a/277-480v 3p,"24'0""",29.0,"6/12'0""w x 14'0""h",48'w x 48'd,ESFR,,Masonry,,Yes,Yes,Yes,Yes,86135,9.0,9.0,Cooley Ranch Ind Center,0,7.1,309276.0,,34.060203,-117.295346,,$9.00,,4,127173,M1,A,,,,9.0
700 Crocker Dr,NorthBay Logistics: Phase 1,Industrial,Existing,Solano County,Vacaville,Vacaville,CA,95688,Solano,1968,1,2020.0,400.0,2.0,838900,433950,433950,433950,0,0,433950,3.8400,100.0,44600.0,,,Triple Net,,,,,,,DRA Advisors LLC,,DRA Advisors LLC,"Fenced Lot, Security System",6000a/277-480v,"37'0""",128.0,5,56'w x 62'd,Wet,,Reinforced Concrete,,,City,Well,,10471716,,3.84,,0,68.8,2996928.0,,38.411865,-121.9494536,,$3.84,,4,838900,IP,B,,,,3.84
100 Don Bates Way,,Industrial,Existing,South Monterey County,South Monterey County,King City,CA,93930,Monterey,1997,1,,80.0,2.0,400320,235000,95000,235000,235000,235000,0,7.8000,41.3,5000.0,2024 Tax @ $0.4666/sf,2024 Tax @ $0.4666/sf,,Industrial Gross,Cushman & Wakefield,,8317371124.0,,Mike Bassetti,,,Industrial Commercial Properties,"Fenced Lot, Signage",1200a/480v 3p,"30'0""",16.0,"2/12'0""w x 14'0""h",60'w x 60'd,ESFR,,Reinforced Concrete,,,,,,8050722,7.8,,East Ranch Business Park,0,19.73,859439.0,,36.2251536,-121.1223109,,$7.80,,4,400320,M1,A,,,,7.8
1336-1340 DuPont Ct,Prologis Manteca 4,Industrial,Existing,San Joaquin County,Manteca,Manteca,CA,95336,San Joaquin,2018,1,,156.0,0.54,286072,132214,90000,222214,132214,132214,90000,9.1200,53.78,2385.0,2024 Tax @ $1.5498/sf,2024 Tax @ $1.5498/sf,Triple Net,,JLL,,9164476300.0,,John Fondale,,Scannell Properties,"Prologis, Inc.","Fenced Lot, Skylights",2000-3000a/480v 3p,"36'0""",50.0,"4/12'0""w x 14'0""h",60'w x 56'd,ESFR,,Reinforced Concrete,Union Pacific Railroad,Yes,City,City,Natural,583685,,9.12,,0,19.410009,845500.0,,37.7853094,-121.1929681,,$9.12,,5,286072,M2,A,,,,9.12
3636 Enterprise Ave,LogistiCenter at Enterprise,Industrial,Existing,880 Corridor,Hayward/Castro Valley,Hayward,CA,94545,Alameda,2025,1,,182.0,0.71,219583,218906,218906,218906,218906,218906,0,21.6000,0.31,4000.0,2024 Tax @ $2.3977/sf,2024 Tax @ $2.3977/sf,,Triple Net,Colliers,,5104335820.0,,Nick Ousman,,,Dermody,"Signage, Skylights, Air Conditioning",4000a/277-480v 3p,"36'0""",27.0,2,52'w x 50'd,ESFR,,Steel,,,,,,12455000,21.6,,,0,10.86,473062.0,,37.6324799,-122.1313386,,$21.60,,5,219583,"I, Hayward",A,,,,21.6
15207 Flight Ave,Building 837,Industrial,Existing,Inland Empire West,Chino/Chino Hills,Chino,CA,91708,San Bernardino,2015,1,,386.0,0.64,600000,600000,200000,600000,0,0,600000,10.5600,100.0,5610.0,2024 Tax @ $1.0256/sf,2024 Tax @ $1.0256/sf,Industrial Gross,,Colliers,,9096122617.0,,Steve Bellitti,,Watson Land Company,Watson Land Company,"Skylights, Yard",1200a/277-480v 3p 4w,"36'0""",108.0,"4/10'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,,,,9543131,,10.56,Watson Industrial Park,0,30.6365,1334526.0,,33.9778115,-117.6169894,,$10.56,,5,600000,,A,,,,10.56
1203 N Gertrude Ave,East Stockton Industrial Park,Industrial,Existing,San Joaquin County,NE Stockton,Stockton,CA,95215,San Joaquin,1976,1,,40.0,0.2,200238,200238,200238,200238,200238,200238,0,6.6000,0.0,1800.0,2024 Tax @ $0.6777/sf,2024 Tax @ $0.6777/sf,,Triple Net,,,,,,BROE Real Estate LLC,,Mike C Chu & Sandy M Chu,"Skylights, Yard",1600a/277-480v 3p 3w,"27'0""",10.0,"3/8'0""w x 16'0""h",75'w x 50'd,Yes,,Reinforced Concrete,,,,,,391954,6.6,,,56,8.74,380714.0,,37.9758914,-121.243695,,$6.60,,4,200238,IW,A,,,,6.6
2430 S Grand Ave,,Industrial,Existing,Airport Area,Santa Ana,Santa Ana,CA,92705,Orange,1997,1,,106.0,0.63,169274,59124,59124,59124,59124,59124,0,12.0000,65.07,15000.0,2024 Tax @ $0.8357/sf,2024 Tax @ $0.8357/sf,,Triple Net,Colliers,,9495841199.0,,Michael Hartel,Heritage Paper,,Heritage Paper,"Fenced Lot, Signage, Yard",1200a/120-208v,"32'0""",8.0,1,,Wet,,,,,,,,281434,12.0,,,0,4.0,174240.0,,33.7151373,-117.8519544,,$12.00,,4,169274,M-1,A,,,,12.0
11401 Greenstone Ave,,Industrial,Existing,Mid-Cities,Santa Fe Springs/La Mirada,Santa Fe Springs,CA,90670,Los Angeles,2024,1,,205.0,1.42,144434,144434,68982,144434,144434,144434,0,22.6800,0.0,,2024 Tax @ $1.4022/sf,2024 Tax @ $1.4022/sf,,Triple Net,,,,,,,,,"Fenced Lot, Mezzanine, Skylights, Yard, Air Conditioning",2000a/277-480v,"32'0""",16.0,"2/12'0""w x 14'0""h",,ESFR,,,,,,,,13860183,22.68,,,0,6.65,289674.0,,33.9278721,-118.0593108,,$22.68,,4,144434,SSM2*,A,,,,22.68
2030 Hanson Way,Hanson Way Distribution Center,Industrial,Existing,Yolo County,Davis/Woodland,Woodland,CA,95776,Yolo,2002,1,,1585.0,3.97,399535,399535,399535,399535,399535,399535,0,7.2000,0.0,3960.0,2024 Tax @ $0.7215/sf,2024 Tax @ $0.7215/sf,,Triple Net,CBRE,,9167814859.0,,"Todd Sanfilippo, SIOR",,,Herman A Schwartz 2012 Trust,Fenced Lot,2400a/277-480v 3p,"30'0""",40.0,"1/12'0""w x 14'0""h",40'w x 50'd,ESFR,,Reinforced Concrete,,Gas,City,City,Natural,693185,7.2,,,0,23.17,1009285.0,,38.678641,-121.726703,,$7.20,,4,399535,"I, Woodland",A,,,,7.2
2721 S Harbor Blvd,,Industrial,Existing,Airport Area,Santa Ana,Santa Ana,CA,92704,Orange,2000,1,,160.0,1.93,82940,62775,62775,62775,62775,0,0,16.2000,100.0,,2024 Tax @ $16.7926/sf,2024 Tax @ $16.7926/sf,,Triple Net,,,,,,,,CenterPoint Properties,Skylights,400-2000a/277-480v 3p,"26'0""",7.0,"1/10'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,,,,392746,16.2,,CenterPoint Harbor,0,3.92,170755.0,,33.71133,-117.915962,,$16.20,,4,82940,M1,A,,,,16.2
12301 Hawkins St,,Industrial,Existing,Mid-Cities,Santa Fe Springs/La Mirada,Santa Fe Springs,CA,90670,Los Angeles,2000,1,,175.0,1.32,132888,132888,132888,132888,132888,132888,0,17.4000,0.0,12004.0,2024 Tax @ $1.5915/sf,2024 Tax @ $1.5915/sf,,Triple Net,JLL,,2132711508.0,,Jon Reno,,CBRE,Clarion Partners,"24 Hour Access, Mezzanine, Signage, Skylights, Wheelchair Accessible, Air Conditioning",800a/277-480v 3p 4w,"30'0""",18.0,"2/8'0""w x 12'0""h",50'w x 52'd,ESFR,,Reinforced Concrete,,Yes,Yes,Yes,Yes,50895,17.4,,Heritage Springs Bus Park,0,5.4,235224.0,,33.945395,-118.070868,,$17.40,,4,132888,M-2,A,,,,17.4
16875 Heacock St,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92551,Riverside,2000,1,,224.0,0.46,225450,225450,225450,225450,225450,225450,0,13.2000,0.0,4600.0,2023 Tax @ $0.7679/sf,2023 Tax @ $0.7679/sf,,Industrial Gross,Cushman & Wakefield,,9099424648.0,,Milo Lipson,"First Industrial Realty Trust, Inc.",,"First Industrial Realty Trust, Inc.",Fenced Lot,1000a/277-480v,"30'0""",46.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,782940,13.2,,Greater LA/Mar GlobalPort,0,13.96,608098.0,,33.875378,-117.2452048,,$13.20,,4,225450,R-R,A,,NEC of Heacock St. & Cardinal Ave.,,13.2
17101 Heacock St,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Moreno Valley,CA,92551,Riverside,2006,1,,332.0,1.27,277270,103970,103970,103970,103970,0,0,11.4000,100.0,16409.0,,,,Modified Gross,Lee & Associates Commercial Real Estate Services,,9093732732.0,,Austin Hill,Avison Young,"March Global Port, LLC",Crow Holdings Industrial,"Fenced Lot, Signage, Skylights",4000a,"33'0""",112.0,"13/18'0""w x 14'0""h",,Yes,,Reinforced Concrete,,,,,,1354498,11.4,,,0,30.19,1315076.0,,33.8714723,-117.2463706,,$11.40,,4,277270,R-R,A,,NWC of Heacock St. & Nandina Ave.,,11.4
3935-3949 Heritage Oak Ct,Building A,Industrial,Existing,Conejo Valley,Moorpark/Simi Val,Simi Valley,CA,93063,Ventura,1999,1,,498.0,2.62,190031,190031,82078,190031,190031,0,0,17.8800,100.0,,2024 Tax @ $3.4432/sf,2024 Tax @ $3.4432/sf,,Triple Net,,,,,,,,"Rexford Industrial Realty, Inc.","Fenced Lot, Signage, Skylights",600-1800a/277-480v 3p 4w,"30'0""",21.0,"2/14'0""w x 16'0""h",,Wet,,Masonry,,Yes,,,,194967,17.88,,Tapo Canyon Business Ctr,0,14.76,642946.0,,34.265641,-118.720399,,$17.88,,4,190031,LI,A,,Off 118 at Tapo Canyon exit,,17.88
10824 Hope St,Bldg J,Flex,Existing,West County,Cypress,Cypress,CA,90630,Orange,1984,1,,175.0,1.36,128224,128224,55471,128224,128224,128224,0,18.6000,0.0,120000.0,2024 Tax @ $1.0974/sf,2024 Tax @ $1.0974/sf,,Triple Net,CBRE,,7143719224.0,,Brian DeRevere,Warland Investments Company,Warland Investments Company,Warland Investments Company,Property Manager on Site,4000a/480v,"24'0""",4.0,"2/12'0""w x 14'0""h",,Yes,,Masonry,,,,,,289401,18.6,,Warland/Cypress Business Center,0,7.8,339768.0,,33.8056737,-118.0231371,,$18.60,,4,128224,,A,,,,18.6
2929 E Imperial Hwy,,Industrial,Existing,North County,Brea/La Habra,Brea,CA,92821,Orange,2023,1,,146.0,1.12,130925,130925,130925,130925,130925,130925,0,23.4000,0.0,4995.0,2024 Tax @ $2.5297/sf,2024 Tax @ $2.5297/sf,,Triple Net,Newmark,,9496082029.0,,Jeffrey Read,,,AEW Capital Management,Fenced Lot,2000a/277-480v,"32'0""",11.0,1,,ESFR,,,,,,,,12615180,23.4,,,437,5.6,243936.0,,33.9116621,-117.858122,,$23.40,,4,130925,M-1,A,,,,23.4
5690 Industrial Pky,,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92407,San Bernardino,2007,1,,454.0,0.54,844311,844311,400000,844311,844311,844311,0,11.4000,0.0,,2024 Tax @ $1.0407/sf,2024 Tax @ $1.0407/sf,,Triple Net,Lee & Associates Commercial Real Estate Services,,9093732909.0,,Jeff Smith,,Alere Property Group LLC,Alere Property Group LLC,"Fenced Lot, Skylights",4000a,"30'0""",133.0,"4/10'0""w x 14'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,1352596,11.4,,,0,36.0,1568160.0,,34.184426,-117.35764,,$11.40,,5,844311,HI,A,,,,11.4
11246 Jersey Blvd,Bldg B,Industrial,Existing,Inland Empire West,Airport Area,Rancho Cucamonga,CA,91730,San Bernardino,2008,1,,59.0,0.48,103500,103500,103500,103500,103500,103500,0,13.2000,0.0,3344.0,2024 Tax @ $2.0019/sf,2024 Tax @ $2.0019/sf,,Triple Net,,,,,,Excelsior Partners LLC,Panattoni,Excelsior Partners LLC,Fenced Lot,800a/277-480v 3p,"30'0""",9.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,5333655,13.2,,,0,4.27,186001.0,,34.095354,-117.5613859,,$13.20,,4,103500,NI,A,,,,13.2
40347 Legacy Ln,,Industrial,Existing,Antelope Valley,Antelope Valley,Palmdale,CA,93551,Los Angeles,2024,1,,92.0,0.92,99853,99853,50000,99853,99853,99853,0,13.2000,0.0,5000.0,2024 Tax @ $0.0512/sf,2024 Tax @ $0.0512/sf,,Triple Net,CBRE,,8189074639.0,,Richard Ramirez,,Transwestern Real Estate Services,,Storage Space,2000a/277-480v 3p 4w,"32'0""",15.0,2,,ESFR,,Reinforced Concrete,,,,,,12893274,13.2,,Fairway Business Park,211,2.31,100624.0,,34.6158576,-118.1380604,,$13.20,,4,99853,M-2,A,,,,13.2
1898 Marigold Ave,Bldg E,Industrial,Existing,Inland Empire East,Redlands/Loma Linda,Redlands,CA,92374,San Bernardino,2002,1,,275.0,0.62,289683,289683,289683,289683,289683,289683,0,10.2000,0.0,3800.0,2024 Tax @ $1.6181/sf,2024 Tax @ $1.6181/sf,,Triple Net,,,,,,,Pattillo Industrial Real Estate,"Prologis, Inc.",Fenced Lot,1600a/277-480v 3p,"32'0""",63.0,"2/10'0""w x 12'0""h",,ESFR,,Masonry,,,,,,700062,10.2,,Redlands Commerce Center,0,15.95,694782.0,,34.0836502,-117.231245,,$10.20,,4,289683,M1,A,,,,10.2
13500 Marlay Ave,Bldg C,Industrial,Existing,Inland Empire West,Airport Area,Fontana,CA,92337,San Bernardino,2005,1,,70.0,1.0,100480,100480,100480,100480,100480,100480,0,15.0000,0.0,4315.0,2024 Tax @ $0.9924/sf,2024 Tax @ $0.9924/sf,,Triple Net,DAUM Commercial Real Estate Services,,9099801234.0,,Noah Samarin,,Newcastle Partners Inc,Robert L Glover,"Fenced Lot, Yard",800a/277-480v,"30'0""",13.0,"2/12'0""w x 14'0""h",,ESFR,,Masonry,,Yes,Yes,Yes,Yes,823346,15.0,,NewCastle/Fontana Business Park,0,4.95,215622.0,,34.0416074,-117.5106514,,$15.00,,4,100480,"MI, Fontana",A,,Marlay near Mulberry,,15.0
750 Marlborough Ave,,Industrial,Existing,Inland Empire East,Riverside,Riverside,CA,92507,Riverside,2023,1,,290.0,1.39,326350,326350,326350,326350,326350,326350,0,13.8000,0.0,9270.0,2024 Tax @ $3.4393/sf,2024 Tax @ $3.4393/sf,,Triple Net,Voit Real Estate Services,,9494330601.0,,Jon Larson,,Dedeaux Properties,"Stockbridge Capital Group, LLC","Fenced Lot, Yard",Heavy,"36'0""",40.0,"2/22'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,Yes,Yes,Yes,Yes,10694726,13.8,,,0,21.980005,957449.0,,33.9968751,-117.3278851,,$13.80,,4,326350,BMP,A,,,,13.8
2250 S McDowell Blvd Ext,,Industrial,Existing,Santa Rosa,Petaluma/Cotati/Rohnert,Petaluma,CA,94954,Sonoma,2000,2,,69.0,0.5,136867,136867,136867,136867,136867,136867,0,15.6000,0.0,,2024 Tax @ $0.6170/sf,2024 Tax @ $0.6170/sf,,Triple Net,Meridian Commercial,,4154514900.0,,Nick Egide,,,Scandinavian Designs,"Fenced Lot, Skylights",2000a/480v 3p,"32'0""",24.0,"1/10'0""w x 16'0""h",,ESFR,,Masonry,,,,,,6894223,15.6,,,0,6.04,263102.0,,38.230624,-122.588522,,$15.60,,4,68434,Business Park,A,,,,15.6
1062 McGaw Ave,,Industrial,Existing,Airport Area,Irvine,Irvine,CA,92614,Orange,2024,1,,85.0,0.7,120656,120656,52205,120656,120656,120656,0,24.0000,0.0,9252.0,2023 Tax @ $1.9316/sf,2023 Tax @ $1.9316/sf,,Triple Net,,,,,,,,Alere Property Group LLC,"Conferencing Facility, Fenced Lot, Mezzanine, Signage, Yard, Storage Space, Car Charging Station, Monument Signage",2000a/277-480v,"36'0""",12.0,2,,ESFR,,Reinforced Concrete,,,,,,13845222,24.0,,,0,5.16,224770.0,,33.7006419,-117.8581312,,$24.00,,4,120656,5.1,A,,,,24.0
415 S Motor Ave,,Industrial,Existing,Upper San Gabriel Valley,Upper San Gabriel Valley,Azusa,CA,91702,Los Angeles,2022,1,,107.0,1.13,94321,94321,94321,94321,94321,94321,0,15.9600,0.0,6380.0,2024 Tax @ $1.0497/sf,2024 Tax @ $1.0497/sf,,Triple Net,Cushman & Wakefield,,2139555129.0,,Christopher Tolles,,"Rexford Industrial Realty, Inc.","Rexford Industrial Realty, Inc.","Fenced Lot, Mezzanine, Yard",1600a/277-480v 3p 4w,"32'0""",15.0,"1/14'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,,,,,11260237,15.96,,,0,4.18,182081.0,,34.1153932,-117.9357481,,$15.96,,4,94321,M2*,A,,,,15.96
1900 Mountain Ave,Bldg 18,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2023,1,,36.0,0.63,57073,57073,57073,57073,57073,57073,0,11.8800,100.0,,2023 Tax @ $0.0745/sf,2023 Tax @ $0.0745/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,9512763630.0,,Jeff Ruscigno,,CapRock Partners,,Yard,1600-4000a,"30'0""",5.0,1,,ESFR,,,,,,,,12633336,11.88,,Palomino Ranch Business Park,0,1.721763,75000.0,,33.9090116,-117.5676154,,$11.88,,4,57073,M-1,A,,,,11.88
3170-3172 Nasa St,Bldg 3,Industrial,Existing,North County,Brea/La Habra,Brea,CA,92821,Orange,2015,2,,177.0,1.14,154916,50600,50600,101200,50600,0,50600,20.0400,100.0,,2024 Tax @ $1.7765/sf,2024 Tax @ $1.7765/sf,Industrial Gross,Triple Net,JLL,,9498852923.0,,Steve Wagner,Suzuki,Western Realco,CheckerProp,"Fenced Lot, Yard",Heavy,"32'0""",15.0,"2/8'0""w x 10'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,9354708,19.08,21.0,Saturn/Nasa Business Park,0,7.01,305356.0,,33.9137458,-117.8543273,,$19.08 - 21.00,,5,77458,M1,A,,,,21.0
10843 New Jersey St,Cabot New Jersey Commerce Center,Industrial,Existing,Inland Empire East,Redlands/Loma Linda,Redlands,CA,92373,San Bernardino,2022,1,,218.0,1.06,179400,179400,179400,179400,179400,0,0,5.4000,100.0,,2024 Tax @ $2.1209/sf,2024 Tax @ $2.1209/sf,,Triple Net,,,,,,,LDC Industrial Realty LLC,Cabot Properties Inc,Fenced Lot,1200a/277-480v,"36'0""",19.0,2,,ESFR,,,,,,,,11551763,5.4,,,0,9.01,392476.0,,34.0571515,-117.2209495,,$5.40,,4,179400,EV/IC,A,,,,5.4
2401 Nickerson Dr,,Industrial,Existing,Stanislaus County,Modesto,Modesto,CA,95358,Stanislaus,2023,1,,100.0,0.4,326000,248317,50000,248317,248317,248317,0,7.8000,23.83,,2024 Tax @ $0.7222/sf,2024 Tax @ $0.7222/sf,,Triple Net,Lee & Associates Commercial Real Estate Service,,2099836838.0,,Mark Reckers,,,"G3 Enterprises, Inc","Fenced Lot, Signage",2000a/480v 3p 4w,"36'0""",26.0,"4/15'0""w x 15'0""h",56'w x 56'd,ESFR,,Reinforced Concrete,,,City,City,Yes,12758104,7.8,,,0,16.0,696960.0,,37.5959002,-120.9881792,,$7.80,,4,248317,M-2,A,,,,7.8
